time,dl_lw1,dl_lw2,dl_lw3,dl_lw4,num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,GPSFix,NumberOfSatellites
2025-04-20 22:40:11.903,178.07,0,0,0,53.7253168287651,-78.6961663,35.7275266274683,25.0004506336575,-0.000505257394291787,-1.25807626227029,-7.08487936151444e-05,-0.02,0,0,12.587,6,10
2025-04-20 22:40:12.910,185.84,0,0,0,54.7315302823852,-78.6961663,35.7275266,25.001,-0.000137358206649135,-0.438959149790441,-0.000116595972003985,-0.0126846971761481,0,0,12.587,6,10
2025-04-20 22:40:13.893,193.61,0,0,0,55.7130392235182,-78.6961663,35.7275266,25.001,-8.47314820879172e-05,0.355232276320609,0.000287860574827075,-0.01,0,0,12.587,6,10
2025-04-20 22:40:14.900,201.38,0,0,0,56.7183400361252,-78.6961663,35.727526528166,25.001,-0.000612042762608655,0.14421238908889,0.00049564572299504,-0.01,0,0,12.587,6,10
2025-04-20 22:40:15.910,209.15,0,0,0,57.7258549350004,-78.6961663,35.7275265,25.001,-0.000941287884332998,-0.0290681302399827,0.000295537789962307,-0.00274145064999619,0,0,12.587,6,10
2025-04-20 22:40:16.929,216.92,0,0,0,58.7438202695956,-78.6961663,35.7275265,25.001,-4.71059179197863e-05,0.151701577537655,0.000815487366236833,0,0,0,12.587,6,10
2025-04-20 22:40:17.948,224.69,0,0,0,59.7601896112968,-78.696166376019,35.727526576019,25.001,0.00158999098328945,0.0640828266585678,0.00139502148629799,-0.00760189611296821,0,0,12.587,6,10
2025-04-20 22:40:18.916,232.46,0,0,0,60.7282679651988,-78.6961664728268,35.7275266,25.001,0.00179091943381308,-0.0402527189364638,0.00173077239231127,-0.0172826796519876,0,0,12.587,6,10
2025-04-20 22:40:19.915,240.23,0,0,0,61.7261058372854,-78.6961665726106,35.7275266,25.001,0.00185869586852526,-0.68298396499767,0.000554394374274403,-0.02,0.00726105837285376,0,12.587,6,10
2025-04-20 22:40:20.924,248,0,0,0,62.7350486119995,-78.6961666735049,35.7275266735049,25.001,0.00226345355861683,-0.762574365436152,0.000892900472801151,-0.02,0.017350486119995,0,12.587,6,10
2025-04-20 22:40:21.925,255.77,0,0,0,63.7351957841558,-78.6961674351958,35.7275276557545,25.0002648042158,-0.217338719638811,-0.529550913109778,-0.0116427193686589,0.560804669483081,-0.310838102870109,0,12.587,6,10
2025-04-20 22:40:22.924,263.54,0,0,0,64.7335889821872,-78.6961766497856,35.7275403976538,25.0007335889822,-0.334420221286848,-0.664528391089931,0.0487378125884418,2.36922398116809,-1.34698622773399,0,12.587,6,10
2025-04-20 22:40:23.917,271.31,0,0,0,65.725606333314,-78.6961982578402,35.7275706590248,25.0002743936667,-0.43921739741122,-0.64037382078147,0.0420020723847071,4.45200510996004,-2.55072759997684,0,12.587,6,10
2025-04-20 22:40:24.929,279.08,0,0,0,66.7362072823312,-78.6962332494975,35.7276195662274,24.9985275854353,-0.436863837416117,-0.612644984537275,0.0312217489853966,6.11694885067347,-3.51313826280482,-0.00736207282331187,12.587,6,10
2025-04-20 22:40:25.913,286.85,0,0,0,67.719901997437,-78.6962745437467,35.727677586012,24.9922407840205,-0.418530790668906,-0.650298791363434,0.0345844550380103,6.79076177900042,-3.88398039948739,-0.00280098002563034,12.587,6,10
2025-04-20 22:40:26.922,293.17,0,0,0,68.7276105459,-78.6963195879967,35.7277408305086,24.9885447789082,-0.410290814983583,-0.623555304002959,0.0211867966307354,6.994589370967,-4.041865476426,-0.00727610545900003,12.587,6,10
2025-04-20 22:40:27.955,300.94,0,0,0,69.7604057747327,-78.6963666505439,35.7278063857667,24.9910416230989,-0.408758247593798,-0.632906622096526,0.0266611043292177,7.05281217324198,-4.09520811549465,-0.00239594225267346,12.587,6,10
2025-04-20 22:40:28.917,308.11,0,0,0,70.7217989267778,-78.6964105140311,35.7278675064117,24.9927217989268,-0.398472980413918,-0.63521040871508,0.0260335626934727,7.04556402146444,-4.08556402146444,0,12.587,6,10
2025-04-20 22:40:29.922,314.44,0,0,0,71.7261248806294,-78.6964561660696,35.7279310910925,24.9937261248806,-0.394612814959567,-0.628237626813949,0.0244064365010036,6.98191000954965,-4.05095500477482,0,12.587,6,10
2025-04-20 22:40:30.944,320.77,0,0,0,72.7471352406098,-78.6965020716588,35.7279950959525,24.994,-0.392285479667045,-0.633855032093104,0.026166370958635,6.9450572951878,-4.0250572951878,0,12.587,6,10
2025-04-20 22:40:31.917,326.23,0,0,0,73.7195181064871,-78.6965455624594,35.7280557979298,24.994,-0.393924529755196,-0.630924613245164,0.0252078491577996,6.91841445680539,-4.01280481893513,0,12.587,6,10
